age_group,gender,region,edu_level,employment,personal_income_usd,online_buy_freq,monthly_spend_usd,fav_product_types,brand_loyalty,sub_box_past,seek_features,purchase_pain,social_influence,app_usage,data_share_ok,push_notif_ok,sub_likelihood,budget_per_box,pay_freq_pref,refer_friend,value_personalized
3,Female,North America,Bachelor,Unemployed / Other,62400,5,29.65,Haircare,4,No,"Dermatologist-tested, Cruelty-free, Fragrance-free, Vegan",Hard to match shades,4,2,No,No,4,12.88,Quarterly,4,3
2,Male,Europe,Master,Full-time,24589,5,39.28,"Tools/Accessories, Skincare",3,No,"Premium/luxury, Vegan","Hard to match shades, Too many options, High prices",3,3,No,Yes,3,31.26,Quarterly,5,5
4,Female,MENA,Bachelor,Full-time,13967,4,38.65,"Men’s Grooming, Fragrance",3,Yes,"Premium/luxury, Dermatologist-tested, Vegan","High prices, Hard to match shades, Allergies",2,4,No,Yes,3,25.41,Quarterly,4,5
1,Female,North America,High school,Unemployed / Other,14458,5,91.43,"Haircare, Tools/Accessories, Men’s Grooming",3,No,Dermatologist-tested,"Too many options, Delivery issues, High prices",4,3,Yes,Yes,3,44.16,Quarterly,3,2
3,Female,MENA,Bachelor,Full-time,15901,5,63.31,Skincare,3,No,"Premium/luxury, Fragrance-free","High prices, Hard to match shades",3,3,Yes,Yes,3,30.47,Monthly,2,4
4,Female,Africa,High school,Student,8823,2,22.65,"Men’s Grooming, Fragrance, Haircare",3,No,"Fragrance-free, Cruelty-free, Vegan, Premium/luxury",Too many options,2,2,No,Yes,3,14.8,Monthly,5,4
5,Female,North America,Bachelor,Student,53908,4,34.05,"Skincare, Haircare, Men’s Grooming",3,Yes,"Cruelty-free, Sustainable packaging",Allergies,2,3,Yes,Yes,4,28.08,Monthly,4,4
3,Female,Asia-Pacific,High school,Self-employed,31306,5,93.52,"Haircare, Make-up, Tools/Accessories",4,Yes,"Vegan, Cruelty-free","Unsure of quality, Delivery issues, Too many options",4,3,Yes,Yes,4,41.67,Pay-per-box,4,4
5,Female,Europe,High school,Unemployed / Other,31631,2,22.97,"Skincare, Tools/Accessories, Haircare",4,No,"Dermatologist-tested, Cruelty-free, Premium/luxury","High prices, Allergies",4,3,No,No,3,13.63,Pay-per-box,4,1
2,Female,Asia-Pacific,High school,Unemployed / Other,21532,5,46.0,Men’s Grooming,4,Yes,"Fragrance-free, Sustainable packaging, Vegan, Cruelty-free","Allergies, Too many options, High prices",4,4,Yes,Yes,3,22.45,Monthly,2,3
5,Male,Europe,Bachelor,Full-time,12140,3,39.64,Fragrance,3,No,"Premium/luxury, Fragrance-free, Dermatologist-tested, Cruelty-free","Too many options, Unsure of quality",4,2,Yes,Yes,3,17.89,Monthly,1,2
2,Female,North America,High school,Self-employed,15565,5,73.9,Haircare,3,No,"Sustainable packaging, Fragrance-free, Vegan","Too many options, Unsure of quality, Allergies",3,2,Yes,Yes,3,29.27,Monthly,3,4
3,Female,North America,Bachelor,Student,33553,5,49.03,Make-up,3,No,"Cruelty-free, Dermatologist-tested, Sustainable packaging, Fragrance-free","Too many options, Unsure of quality",4,3,No,Yes,3,30.38,Quarterly,3,5
4,Female,North America,Bachelor,Student,15626,5,35.46,"Haircare, Tools/Accessories",4,No,Fragrance-free,"Hard to match shades, Delivery issues",3,4,No,Yes,3,29.24,Monthly,4,5
2,Male,North America,Bachelor,Full-time,5590,5,76.34,"Men’s Grooming, Haircare, Make-up",3,No,Premium/luxury,"Hard to match shades, High prices",4,2,Yes,Yes,4,48.08,Quarterly,4,5
2,Female,Asia-Pacific,Bachelor,Student,17695,5,76.19,Fragrance,5,No,"Premium/luxury, Dermatologist-tested",Hard to match shades,4,4,Yes,Yes,4,44.59,Pay-per-box,5,5
4,Female,LATAM,Master,Unemployed / Other,24623,2,103.05,Fragrance,4,No,"Sustainable packaging, Fragrance-free","Hard to match shades, Allergies",4,1,Yes,Yes,4,56.79,Pay-per-box,5,1
4,Male,LATAM,High school,Unemployed / Other,28285,4,61.53,"Men’s Grooming, Haircare, Skincare",5,No,Fragrance-free,"Unsure of quality, Too many options",3,2,Yes,Yes,3,35.46,Monthly,4,5
4,Male,Asia-Pacific,Bachelor,Full-time,190235,4,40.44,"Haircare, Fragrance",4,Yes,Premium/luxury,Hard to match shades,3,4,Yes,Yes,4,23.75,Pay-per-box,4,3
4,Female,North America,High school,Full-time,36356,5,115.78,"Skincare, Tools/Accessories, Men’s Grooming",5,Yes,Fragrance-free,"Too many options, Unsure of quality, Delivery issues",4,3,Yes,Yes,4,72.64,Quarterly,4,5
3,Male,Europe,High school,Full-time,25068,5,50.22,"Fragrance, Haircare",4,Yes,"Cruelty-free, Vegan","Hard to match shades, Too many options",4,3,Yes,Yes,5,19.65,Monthly,2,5
3,Female,Europe,Bachelor,Self-employed,40045,2,71.38,Skincare,5,No,"Premium/luxury, Cruelty-free, Dermatologist-tested","Delivery issues, Unsure of quality",4,1,Yes,Yes,2,31.55,Monthly,5,4
3,Female,North America,Bachelor,Student,10306,3,102.47,"Fragrance, Men’s Grooming",2,No,"Vegan, Fragrance-free, Dermatologist-tested, Sustainable packaging","High prices, Unsure of quality, Hard to match shades",4,2,No,Yes,2,37.04,Quarterly,4,4
2,Female,MENA,Master,Full-time,25512,5,61.75,Men’s Grooming,1,No,"Sustainable packaging, Dermatologist-tested, Vegan","Unsure of quality, Allergies",4,4,Yes,No,3,26.0,Pay-per-box,5,3
5,Female,MENA,Bachelor,Full-time,33142,0,34.01,Tools/Accessories,4,No,"Premium/luxury, Dermatologist-tested","Hard to match shades, Too many options",2,1,No,No,2,20.55,Monthly,5,3
3,Male,Europe,Doctorate+,Full-time,11851,5,65.81,"Make-up, Skincare",5,Yes,"Fragrance-free, Premium/luxury, Cruelty-free","Too many options, High prices",4,3,No,Yes,3,41.49,Monthly,4,5
3,Female,Europe,<High school,Full-time,10389,5,71.24,"Fragrance, Tools/Accessories",3,No,"Premium/luxury, Cruelty-free, Dermatologist-tested","Hard to match shades, High prices",4,4,Yes,Yes,4,42.2,Monthly,2,5
3,Female,LATAM,High school,Unemployed / Other,15169,4,86.9,"Tools/Accessories, Men’s Grooming",2,No,"Cruelty-free, Dermatologist-tested, Premium/luxury",Unsure of quality,3,1,Yes,Yes,3,48.25,Pay-per-box,4,3
5,Male,Asia-Pacific,<High school,Student,17405,2,39.8,"Tools/Accessories, Skincare, Men’s Grooming",4,No,"Cruelty-free, Vegan, Premium/luxury, Dermatologist-tested",Hard to match shades,2,1,No,Yes,3,25.25,Pay-per-box,4,3
2,Male,Europe,High school,Full-time,28892,5,60.65,Fragrance,4,No,"Premium/luxury, Dermatologist-tested, Vegan, Cruelty-free","Too many options, Unsure of quality",3,2,No,Yes,3,36.4,Monthly,5,2
3,Female,Africa,Bachelor,Part-time,16199,5,47.57,Tools/Accessories,3,Yes,Premium/luxury,"Unsure of quality, Too many options, High prices",4,3,Yes,No,4,16.05,Monthly,1,5
3,Female,Africa,Bachelor,Full-time,14354,5,47.39,Make-up,4,No,"Cruelty-free, Dermatologist-tested, Fragrance-free","Delivery issues, Hard to match shades",1,2,Yes,Yes,5,21.97,Pay-per-box,4,5
4,Female,Europe,<High school,Unemployed / Other,19467,5,41.87,Skincare,5,Yes,"Sustainable packaging, Vegan","Too many options, Allergies",4,3,Yes,No,4,26.5,Quarterly,5,4
1,Male,Europe,Master,Full-time,26974,5,49.34,"Tools/Accessories, Make-up",5,No,"Cruelty-free, Vegan, Dermatologist-tested","Hard to match shades, Unsure of quality, High prices",3,4,Yes,No,3,30.66,Pay-per-box,5,4
5,Female,MENA,Master,Full-time,24387,5,40.44,"Haircare, Tools/Accessories, Fragrance",3,Yes,"Premium/luxury, Sustainable packaging",Unsure of quality,2,4,Yes,No,3,22.58,Pay-per-box,2,5
5,Non-binary / Other,Africa,High school,Full-time,22152,1,67.12,Skincare,3,No,"Fragrance-free, Dermatologist-tested, Sustainable packaging",Hard to match shades,1,1,Yes,No,2,43.39,Monthly,5,3
3,Female,LATAM,High school,Student,20847,5,78.34,Skincare,3,Yes,"Dermatologist-tested, Premium/luxury, Cruelty-free, Sustainable packaging","Unsure of quality, High prices",3,3,Yes,Yes,3,43.63,Quarterly,2,5
4,Female,North America,High school,Student,50430,2,43.24,"Tools/Accessories, Make-up, Skincare",3,No,"Premium/luxury, Cruelty-free","Hard to match shades, Allergies",4,2,Yes,Yes,3,22.35,Monthly,5,4
5,Female,Europe,High school,Student,16659,2,50.29,"Tools/Accessories, Men’s Grooming",2,No,"Premium/luxury, Fragrance-free",High prices,2,3,No,Yes,3,36.17,Quarterly,3,2
4,Female,Asia-Pacific,High school,Full-time,51025,4,38.46,"Make-up, Haircare, Tools/Accessories",4,No,"Cruelty-free, Premium/luxury, Vegan, Dermatologist-tested","Delivery issues, Too many options, Hard to match shades",4,3,No,No,3,28.19,Quarterly,5,4
2,Female,MENA,Bachelor,Full-time,22023,5,58.34,Men’s Grooming,3,No,"Dermatologist-tested, Vegan, Fragrance-free, Sustainable packaging","Too many options, Hard to match shades, Unsure of quality",3,2,No,Yes,2,25.19,Pay-per-box,4,4
3,Male,North America,High school,Full-time,20328,4,93.25,"Make-up, Haircare",5,No,"Cruelty-free, Dermatologist-tested, Sustainable packaging, Premium/luxury","High prices, Allergies",4,3,Yes,Yes,5,50.71,Pay-per-box,3,4
4,Female,LATAM,Bachelor,Student,92297,5,100.19,"Tools/Accessories, Skincare",5,No,Cruelty-free,"Allergies, Hard to match shades, High prices",4,3,Yes,Yes,3,46.85,Monthly,3,4
3,Female,Asia-Pacific,Doctorate+,Full-time,12993,5,118.68,Men’s Grooming,1,No,Premium/luxury,"Too many options, Allergies, Unsure of quality",3,2,No,Yes,3,55.18,Monthly,3,5
4,Male,LATAM,Bachelor,Part-time,22147,5,87.02,"Fragrance, Skincare, Men’s Grooming",5,No,Premium/luxury,"Unsure of quality, Delivery issues, High prices",4,3,Yes,Yes,4,50.69,Monthly,4,5
5,Female,LATAM,Master,Self-employed,13083,1,47.67,"Skincare, Haircare",4,No,"Vegan, Premium/luxury","Hard to match shades, Delivery issues, Allergies",3,1,Yes,No,2,26.93,Pay-per-box,5,4
5,Male,Asia-Pacific,High school,Self-employed,39008,3,75.69,"Fragrance, Make-up",4,Yes,"Dermatologist-tested, Premium/luxury",High prices,2,4,Yes,Yes,3,44.03,Quarterly,5,4
3,Female,Europe,Bachelor,Full-time,51256,5,39.33,"Fragrance, Haircare, Skincare",3,Yes,Fragrance-free,"High prices, Hard to match shades",3,4,No,Yes,3,17.99,Pay-per-box,5,3
2,Female,Asia-Pacific,Bachelor,Full-time,45688,5,83.02,"Tools/Accessories, Fragrance",4,No,"Fragrance-free, Vegan, Premium/luxury",Unsure of quality,4,4,Yes,Yes,4,48.01,Quarterly,5,4
6,Female,North America,High school,Full-time,32494,2,73.97,"Tools/Accessories, Fragrance",3,No,"Fragrance-free, Dermatologist-tested, Premium/luxury, Sustainable packaging","Allergies, Unsure of quality",4,4,Yes,Yes,3,38.21,Monthly,5,3
5,Female,Asia-Pacific,<High school,Student,21949,2,42.93,"Fragrance, Haircare",4,No,Premium/luxury,"Unsure of quality, High prices, Delivery issues",3,2,Yes,Yes,2,23.79,Monthly,5,5
2,Male,North America,Bachelor,Self-employed,16514,5,60.39,"Skincare, Make-up",1,No,"Cruelty-free, Dermatologist-tested",Hard to match shades,4,4,No,Yes,4,36.74,Monthly,3,5
5,Female,Asia-Pacific,Bachelor,Full-time,10506,2,37.45,"Tools/Accessories, Men’s Grooming, Fragrance",4,No,"Sustainable packaging, Fragrance-free, Cruelty-free, Vegan","Allergies, Delivery issues",4,3,Yes,Yes,3,31.4,Quarterly,5,3
5,Female,North America,Bachelor,Full-time,67053,3,49.45,"Men’s Grooming, Haircare",3,Yes,"Fragrance-free, Cruelty-free, Vegan, Sustainable packaging","High prices, Unsure of quality, Delivery issues",3,3,Yes,Yes,3,36.45,Pay-per-box,3,5
3,Female,North America,Bachelor,Self-employed,27847,5,64.14,"Men’s Grooming, Tools/Accessories",1,No,"Cruelty-free, Sustainable packaging","Delivery issues, High prices",4,4,Yes,No,4,35.59,Monthly,5,5
3,Female,North America,Bachelor,Self-employed,17223,5,66.52,Men’s Grooming,4,No,"Sustainable packaging, Premium/luxury, Fragrance-free",Delivery issues,4,3,Yes,No,5,36.39,Pay-per-box,3,5
3,Male,North America,<High school,Full-time,42788,5,43.28,"Fragrance, Haircare",4,Yes,"Sustainable packaging, Vegan",Delivery issues,4,4,Yes,Yes,3,28.65,Monthly,3,4
2,Female,Asia-Pacific,Bachelor,Part-time,12188,5,44.38,Fragrance,3,No,"Sustainable packaging, Dermatologist-tested, Cruelty-free","Hard to match shades, Unsure of quality, Delivery issues",4,3,Yes,Yes,4,25.59,Monthly,3,5
3,Female,Asia-Pacific,High school,Full-time,26992,5,78.68,"Haircare, Skincare",1,Yes,"Premium/luxury, Fragrance-free","Allergies, Unsure of quality",4,3,No,Yes,3,32.86,Monthly,4,4
5,Non-binary / Other,MENA,High school,Full-time,22225,5,69.54,"Tools/Accessories, Men’s Grooming, Skincare",5,No,Sustainable packaging,"Allergies, Delivery issues, Hard to match shades",2,4,No,Yes,4,34.44,Monthly,2,2
1,Female,North America,Doctorate+,Unemployed / Other,21219,5,43.4,"Fragrance, Skincare",4,Yes,"Sustainable packaging, Premium/luxury, Dermatologist-tested","High prices, Allergies",4,4,Yes,Yes,3,25.86,Pay-per-box,5,1
3,Male,North America,Bachelor,Self-employed,106685,4,55.36,Make-up,2,No,"Cruelty-free, Dermatologist-tested, Sustainable packaging, Fragrance-free","Hard to match shades, Allergies",4,3,Yes,Yes,4,23.79,Monthly,3,2
3,Female,North America,Master,Student,10663,4,122.37,"Make-up, Tools/Accessories",4,No,"Dermatologist-tested, Sustainable packaging, Cruelty-free, Fragrance-free",Unsure of quality,4,2,Yes,No,3,59.43,Monthly,3,3
3,Female,North America,Bachelor,Full-time,22874,5,29.56,Make-up,3,No,"Dermatologist-tested, Premium/luxury",Too many options,3,4,No,Yes,3,17.25,Quarterly,1,3
5,Female,LATAM,Bachelor,Self-employed,40935,3,18.6,Tools/Accessories,1,No,"Premium/luxury, Sustainable packaging, Cruelty-free, Fragrance-free",Too many options,4,2,Yes,No,3,10.01,Pay-per-box,3,5
3,Male,North America,High school,Full-time,21707,4,24.6,"Make-up, Haircare",4,No,"Sustainable packaging, Vegan, Fragrance-free","Unsure of quality, Allergies, Too many options",4,2,Yes,Yes,4,19.52,Quarterly,3,5
3,Prefer not to say,Europe,High school,Full-time,32453,5,154.89,Fragrance,5,Yes,"Premium/luxury, Sustainable packaging",Delivery issues,3,3,Yes,Yes,3,58.93,Monthly,3,5
4,Female,North America,High school,Part-time,15670,1,18.9,"Fragrance, Tools/Accessories",4,No,"Fragrance-free, Dermatologist-tested, Vegan",Too many options,4,0,Yes,Yes,2,16.04,Monthly,3,3
3,Female,North America,Master,Full-time,21739,5,51.85,Tools/Accessories,2,Yes,"Vegan, Cruelty-free, Dermatologist-tested, Premium/luxury","High prices, Too many options",3,4,Yes,No,3,34.06,Monthly,1,5
2,Female,MENA,Bachelor,Student,14506,5,75.06,"Men’s Grooming, Make-up",5,Yes,"Premium/luxury, Dermatologist-tested, Cruelty-free","Hard to match shades, Delivery issues",3,4,Yes,Yes,4,34.4,Monthly,3,4
3,Female,Asia-Pacific,Bachelor,Part-time,31999,5,73.65,Skincare,3,Yes,Premium/luxury,"Unsure of quality, High prices",4,3,Yes,Yes,3,42.95,Pay-per-box,5,4
2,Female,North America,Bachelor,Full-time,20138,5,53.18,Tools/Accessories,5,No,Dermatologist-tested,"Too many options, Allergies, Hard to match shades",3,3,No,Yes,3,28.83,Monthly,3,4
2,Non-binary / Other,North America,Master,Full-time,27992,5,109.42,Make-up,1,Yes,"Cruelty-free, Fragrance-free, Premium/luxury, Vegan",Delivery issues,4,3,No,Yes,3,51.97,Monthly,3,5
3,Female,Europe,High school,Full-time,37943,3,74.06,"Skincare, Haircare",3,No,Fragrance-free,High prices,3,2,Yes,Yes,4,242.63390714019238,Quarterly,3,3
3,Female,North America,High school,Full-time,31126,5,46.08,"Fragrance, Men’s Grooming",4,Yes,Sustainable packaging,"Unsure of quality, Delivery issues, Too many options",4,3,Yes,Yes,3,33.35,Pay-per-box,4,5
5,Female,North America,Bachelor,Part-time,27774,1,20.11,Fragrance,2,No,Premium/luxury,Delivery issues,3,2,Yes,Yes,3,19.74,Monthly,3,5
3,Female,Africa,Master,Self-employed,13371,5,62.95,"Fragrance, Men’s Grooming, Tools/Accessories",4,Yes,"Premium/luxury, Cruelty-free, Fragrance-free, Dermatologist-tested",Delivery issues,2,3,Yes,Yes,3,41.46,Monthly,4,5
3,Female,Asia-Pacific,Doctorate+,Full-time,21995,5,85.17,Men’s Grooming,4,No,"Premium/luxury, Fragrance-free, Dermatologist-tested",Unsure of quality,3,3,Yes,Yes,3,47.84,Monthly,5,5
4,Female,Asia-Pacific,High school,Full-time,20247,4,124.41,"Men’s Grooming, Haircare, Make-up",1,No,"Premium/luxury, Dermatologist-tested, Cruelty-free",Too many options,3,2,Yes,Yes,2,41.56,Monthly,1,4
1,Male,Europe,Master,Part-time,12981,5,67.58,Haircare,4,Yes,Sustainable packaging,"High prices, Too many options, Hard to match shades",2,4,No,No,4,36.4,Monthly,2,5
4,Female,Europe,Master,Self-employed,21917,3,40.95,"Fragrance, Haircare, Make-up",3,Yes,"Vegan, Cruelty-free",Unsure of quality,2,3,Yes,Yes,4,27.69,Monthly,2,5
2,Female,MENA,High school,Full-time,12145,5,103.76,"Make-up, Haircare",2,No,"Sustainable packaging, Dermatologist-tested, Vegan, Fragrance-free","Hard to match shades, Delivery issues, High prices",4,3,Yes,Yes,4,62.82,Monthly,3,5
6,Female,Asia-Pacific,Bachelor,Full-time,6622,0,71.43,"Make-up, Men’s Grooming, Tools/Accessories",5,No,"Dermatologist-tested, Cruelty-free, Sustainable packaging","Delivery issues, Too many options, Hard to match shades",4,2,Yes,Yes,3,40.45,Monthly,1,5
2,Male,Asia-Pacific,Bachelor,Part-time,14193,5,82.46,Men’s Grooming,5,No,"Fragrance-free, Dermatologist-tested, Premium/luxury, Vegan","Hard to match shades, Allergies, Too many options",4,4,Yes,Yes,4,51.66,Monthly,4,5
3,Male,North America,Doctorate+,Full-time,24262,4,32.51,Skincare,3,No,"Fragrance-free, Premium/luxury, Vegan",Unsure of quality,4,2,No,Yes,3,19.46,Pay-per-box,5,2
2,Female,MENA,High school,Full-time,10102,5,51.41,"Skincare, Haircare, Men’s Grooming",4,Yes,"Dermatologist-tested, Fragrance-free","Delivery issues, Too many options, Hard to match shades",3,4,No,No,3,21.61,Monthly,1,5
6,Male,Europe,Master,Student,17759,3,44.55,Haircare,3,Yes,"Dermatologist-tested, Premium/luxury, Fragrance-free","Hard to match shades, Delivery issues",2,4,Yes,Yes,5,24.79,Pay-per-box,3,3
3,Female,LATAM,Bachelor,Student,56961,5,84.62,"Men’s Grooming, Tools/Accessories, Make-up",4,No,"Premium/luxury, Dermatologist-tested, Cruelty-free",Allergies,4,3,No,No,3,44.93,Monthly,5,4
3,Female,Asia-Pacific,Master,Part-time,36736,4,26.94,"Haircare, Fragrance",5,No,"Fragrance-free, Cruelty-free, Dermatologist-tested, Sustainable packaging","Unsure of quality, Hard to match shades, Allergies",4,3,Yes,Yes,3,21.6,Quarterly,2,4
2,Female,MENA,Bachelor,Student,45089,5,51.57,Fragrance,3,Yes,"Premium/luxury, Dermatologist-tested, Sustainable packaging","Unsure of quality, Hard to match shades, Delivery issues",4,3,No,Yes,4,35.51,Monthly,1,3
4,Female,North America,Bachelor,Student,32140,3,50.4,"Skincare, Haircare",5,No,"Vegan, Dermatologist-tested, Premium/luxury, Fragrance-free","Delivery issues, Hard to match shades, High prices",4,3,Yes,Yes,3,19.63,Monthly,4,3
2,Female,Asia-Pacific,Master,Full-time,35539,5,54.65,"Skincare, Make-up, Fragrance",3,Yes,"Dermatologist-tested, Fragrance-free, Vegan, Premium/luxury","High prices, Unsure of quality, Allergies",3,4,Yes,Yes,4,29.41,Quarterly,1,5
5,Male,North America,Master,Full-time,16870,0,97.1,"Skincare, Haircare",3,No,"Vegan, Sustainable packaging, Premium/luxury","High prices, Unsure of quality",3,1,Yes,Yes,2,51.47,Quarterly,5,5
2,Male,Europe,Master,Full-time,14363,4,87.29,Skincare,5,No,"Dermatologist-tested, Vegan, Cruelty-free, Fragrance-free",Delivery issues,4,2,Yes,Yes,3,57.46,Pay-per-box,1,4
2,Female,North America,High school,Full-time,5039,5,91.7,"Fragrance, Make-up",4,Yes,"Fragrance-free, Sustainable packaging","Delivery issues, Unsure of quality, Allergies",3,4,No,Yes,3,45.15,Quarterly,4,4
1,Female,Asia-Pacific,Bachelor,Student,27900,5,49.26,"Haircare, Fragrance",3,No,"Premium/luxury, Fragrance-free",High prices,4,3,Yes,Yes,4,35.27,Monthly,4,5
3,Female,North America,High school,Self-employed,47579,3,55.4,"Skincare, Haircare",4,No,"Premium/luxury, Vegan, Sustainable packaging, Dermatologist-tested","High prices, Unsure of quality",4,2,Yes,Yes,3,25.17,Monthly,3,4
3,Female,Europe,Bachelor,Unemployed / Other,16704,5,41.67,"Tools/Accessories, Skincare",3,Yes,Dermatologist-tested,"Unsure of quality, Allergies",4,4,No,Yes,4,22.33,Monthly,2,4
2,Female,LATAM,Bachelor,Student,17459,5,42.14,Fragrance,3,No,"Sustainable packaging, Cruelty-free, Fragrance-free, Premium/luxury",Allergies,3,2,Yes,Yes,4,25.3,Monthly,2,4
4,Female,North America,Bachelor,Full-time,18131,3,82.9,Make-up,5,Yes,"Fragrance-free, Dermatologist-tested, Sustainable packaging","Too many options, Allergies",2,3,Yes,Yes,4,37.59,Quarterly,5,5
3,Female,MENA,Bachelor,Full-time,26670,4,80.82,Men’s Grooming,4,No,"Premium/luxury, Dermatologist-tested, Sustainable packaging, Fragrance-free",Unsure of quality,2,3,No,Yes,4,33.34,Monthly,4,4
3,Male,Europe,Doctorate+,Self-employed,38656,5,41.77,"Haircare, Make-up, Men’s Grooming",5,No,Sustainable packaging,Delivery issues,3,2,No,Yes,3,20.11,Pay-per-box,2,5
3,Female,North America,High school,Part-time,9215,5,61.66,"Fragrance, Skincare, Men’s Grooming",3,No,"Cruelty-free, Sustainable packaging",Too many options,3,3,Yes,Yes,4,31.93,Monthly,4,3
3,Female,Asia-Pacific,Bachelor,Student,27030,5,34.31,"Men’s Grooming, Fragrance, Tools/Accessories",4,Yes,Fragrance-free,"Unsure of quality, Delivery issues",4,3,Yes,Yes,4,20.78,Monthly,4,2
3,Male,North America,Bachelor,Student,19180,5,74.74,"Men’s Grooming, Skincare",5,No,"Premium/luxury, Cruelty-free","Allergies, Too many options, Delivery issues",4,2,No,Yes,2,33.95,Monthly,5,3
